seed,metric,frac_overlap,metric_overlap,metric_ood_all_mnist,metric_ood_all_svhn
3,cka,0.7,0.524804,0.723498,0.695131
3,unbiased_cka,0.7,0.520494,0.723073,0.694836
3,cknna,0.7,0.237017,0.227620,0.100513
3,svcca,0.7,0.460543,0.685087,0.618957
3,edit_distance_knn,0.7,0.759540,0.759670,0.754736
3,cycle_knn,1.0,0.691200,0.795000,0.496043
3,mutual_knn,1.0,0.246230,0.252250,0.098629
3,lcs_knn,1.0,0.431300,0.440000,0.202750
3,cka,1.0,0.576313,0.742371,0.588121
3,unbiased_cka,1.0,0.572427,0.741965,0.587668
3,cknna,1.0,0.271888,0.245140,0.099272
3,svcca,1.0,0.447355,0.697153,0.624139
3,edit_distance_knn,1.0,0.761400,0.761300,0.754502
4,cycle_knn,0.4,0.621600,0.765600,0.471036
4,mutual_knn,0.4,0.200810,0.225220,0.087381
4,lcs_knn,0.4,0.353400,0.390300,0.183966
4,cka,0.4,0.494028,0.722009,0.570824
4,unbiased_cka,0.4,0.489394,0.721561,0.570457
4,cknna,0.4,0.227092,0.215571,0.094470
4,svcca,0.4,0.414448,0.660605,0.586870
4,edit_distance_knn,0.4,0.758790,0.758720,0.754195
4,cycle_knn,0.8,0.661800,0.789800,0.487131
4,mutual_knn,0.8,0.229140,0.253630,0.100557
4,lcs_knn,0.8,0.403100,0.436500,0.205324
4,cka,0.8,0.545182,0.700477,0.648989
4,unbiased_cka,0.8,0.541022,0.700089,0.648652
4,cknna,0.8,0.256016,0.250486,0.106871
4,svcca,0.8,0.449827,0.659288,0.591660
4,edit_distance_knn,0.8,0.760450,0.761150,0.754690
4,cycle_knn,0.1,0.604800,0.746000,0.410840
4,mutual_knn,0.1,0.188250,0.217890,0.076625
4,lcs_knn,0.1,0.338500,0.385600,0.162953
4,cka,0.1,0.466892,0.715640,0.536530
4,unbiased_cka,0.1,0.462019,0.715206,0.536097
4,cknna,0.1,0.210938,0.207615,0.084257
4,svcca,0.1,0.408699,0.607703,0.531449
4,edit_distance_knn,0.1,0.757810,0.758970,0.753649
4,cycle_knn,0.6,0.646200,0.768800,0.469230
4,mutual_knn,0.6,0.213500,0.231380,0.091848
4,lcs_knn,0.6,0.366000,0.407900,0.193262
4,cka,0.6,0.516818,0.716584,0.579672
4,unbiased_cka,0.6,0.512369,0.716187,0.579211
4,cknna,0.6,0.237235,0.224670,0.096822
4,svcca,0.6,0.431687,0.690545,0.592343
4,edit_distance_knn,0.6,0.759100,0.759700,0.754406
4,cycle_knn,0.7,0.656500,0.764700,0.505378
4,mutual_knn,0.7,0.218130,0.235210,0.104506
4,lcs_knn,0.7,0.376600,0.416800,0.217156
4,cka,0.7,0.526722,0.682831,0.659316
4,unbiased_cka,0.7,0.522429,0.682345,0.658941
4,cknna,0.7,0.241231,0.231332,0.114348
4,svcca,0.7,0.443879,0.655479,0.589562
4,edit_distance_knn,0.7,0.759330,0.760380,0.755251
4,cycle_knn,0.3,0.625100,0.749000,0.478872
4,mutual_knn,0.3,0.197900,0.215630,0.091080
4,lcs_knn,0.3,0.347900,0.386400,0.193224
4,cka,0.3,0.482683,0.715210,0.582515
4,unbiased_cka,0.3,0.477978,0.714767,0.582099
4,cknna,0.3,0.224865,0.207866,0.098493
4,svcca,0.3,0.431409,0.657604,0.543471
4,edit_distance_knn,0.3,0.758380,0.758870,0.754506
4,cycle_knn,0.0,0.599200,0.757500,0.430048
4,mutual_knn,0.0,0.183910,0.225600,0.077654
4,lcs_knn,0.0,0.329700,0.397200,0.168024
4,cka,0.0,0.456786,0.674587,0.534493
4,unbiased_cka,0.0,0.451838,0.674116,0.534048
4,cknna,0.0,0.208698,0.222157,0.085404
4,svcca,0.0,0.422653,0.641969,0.559865
4,edit_distance_knn,0.0,0.757920,0.759590,0.753972
4,cycle_knn,0.2,0.619000,0.763800,0.447219
4,mutual_knn,0.2,0.196270,0.229790,0.084719
4,lcs_knn,0.2,0.339400,0.401900,0.180355
4,cka,0.2,0.475250,0.709153,0.590418
4,unbiased_cka,0.2,0.470428,0.708749,0.589998
4,cknna,0.2,0.224191,0.226872,0.090354
4,svcca,0.2,0.441487,0.626732,0.559974
4,edit_distance_knn,0.2,0.758500,0.759150,0.754237
4,cycle_knn,0.5,0.640500,0.782000,0.481715
4,mutual_knn,0.5,0.205160,0.236930,0.093835
4,lcs_knn,0.5,0.359600,0.421000,0.195337
4,cka,0.5,0.504930,0.744523,0.622697
4,unbiased_cka,0.5,0.500390,0.744112,0.622322
4,cknna,0.5,0.225138,0.230753,0.100888
4,svcca,0.5,0.438553,0.641073,0.565858
4,edit_distance_knn,0.5,0.758960,0.760540,0.754660
4,cycle_knn,1.0,0.684400,0.782100,0.536878
4,mutual_knn,1.0,0.249120,0.244140,0.114067
4,lcs_knn,1.0,0.436800,0.424200,0.233636
4,cka,1.0,0.572465,0.760579,0.635486
4,unbiased_cka,1.0,0.568536,0.760188,0.635070
4,cknna,1.0,0.267519,0.239344,0.121009
4,svcca,1.0,0.482645,0.675496,0.643339
4,edit_distance_knn,1.0,0.761930,0.760260,0.755689
4,cycle_knn,0.9,0.670600,0.798900,0.542409
4,mutual_knn,0.9,0.233830,0.250970,0.113165
4,lcs_knn,0.9,0.408700,0.430300,0.229717
4,cka,0.9,0.557229,0.738884,0.656329
4,unbiased_cka,0.9,0.553142,0.738475,0.655969
4,cknna,0.9,0.253120,0.242111,0.121477
4,svcca,0.9,0.469747,0.658987,0.598918
4,edit_distance_knn,0.9,0.761040,0.760750,0.755651
5,cycle_knn,1.0,0.690300,0.790400,0.496888
5,mutual_knn,1.0,0.244550,0.244140,0.103599
5,lcs_knn,1.0,0.419000,0.431800,0.214044
5,cka,1.0,0.570860,0.757775,0.673458
5,unbiased_cka,1.0,0.566907,0.757418,0.673111
5,cknna,1.0,0.268169,0.237151,0.104797
5,svcca,1.0,0.487811,0.667922,0.630338
5,edit_distance_knn,1.0,0.761250,0.760660,0.754948
5,cycle_knn,0.4,0.627700,0.772500,0.453365
5,mutual_knn,0.4,0.201450,0.236220,0.088272
5,lcs_knn,0.4,0.351600,0.421400,0.185618
5,cka,0.4,0.490865,0.717894,0.605640
5,unbiased_cka,0.4,0.486187,0.717472,0.605250
5,cknna,0.4,0.224075,0.232006,0.090986
5,svcca,0.4,0.462539,0.660896,0.565936
5,edit_distance_knn,0.4,0.758830,0.760070,0.754287
5,cycle_knn,0.1,0.615900,0.771000,0.481177
5,mutual_knn,0.1,0.188320,0.233550,0.087358
5,lcs_knn,0.1,0.332700,0.407100,0.181046
5,cka,0.1,0.461004,0.782767,0.561487
5,unbiased_cka,0.1,0.456079,0.782450,0.561093
5,cknna,0.1,0.208417,0.222298,0.094539
5,svcca,0.1,0.404281,0.628692,0.591528
5,edit_distance_knn,0.1,0.758440,0.759410,0.754099
5,cycle_knn,0.9,0.677000,0.795500,0.491664
5,mutual_knn,0.9,0.235610,0.253490,0.098471
5,lcs_knn,0.9,0.402700,0.439600,0.206899
5,cka,0.9,0.552771,0.762090,0.659416
5,unbiased_cka,0.9,0.548605,0.761640,0.659084
5,cknna,0.9,0.259159,0.245522,0.098275
5,svcca,0.9,0.457500,0.692591,0.630217
5,edit_distance_knn,0.9,0.760530,0.761200,0.754763
5,cycle_knn,0.6,0.641800,0.749200,0.437730
5,mutual_knn,0.6,0.209170,0.218440,0.080866
5,lcs_knn,0.6,0.359500,0.390000,0.173786
5,cka,0.6,0.503675,0.674588,0.537821
5,unbiased_cka,0.6,0.499106,0.674187,0.537400
5,cknna,0.6,0.229678,0.215027,0.085569
5,svcca,0.6,0.422391,0.627185,0.580363
5,edit_distance_knn,0.6,0.758890,0.759350,0.753899
5,cycle_knn,0.8,0.667600,0.777100,0.510065
5,mutual_knn,0.8,0.228310,0.237610,0.100449
5,lcs_knn,0.8,0.388800,0.423200,0.208359
5,cka,0.8,0.546668,0.700090,0.646374
5,unbiased_cka,0.8,0.542506,0.699623,0.645998
5,cknna,0.8,0.251410,0.232511,0.104217
5,svcca,0.8,0.458967,0.685661,0.619842
5,edit_distance_knn,0.8,0.760210,0.760530,0.754679
5,cycle_knn,0.7,0.661700,0.792100,0.495659
5,mutual_knn,0.7,0.219300,0.255720,0.099266
5,lcs_knn,0.7,0.372800,0.449900,0.204479
5,cka,0.7,0.518402,0.728488,0.622102
5,unbiased_cka,0.7,0.513979,0.728069,0.621664
5,cknna,0.7,0.241354,0.254232,0.106067
5,svcca,0.7,0.434319,0.649649,0.600715
5,edit_distance_knn,0.7,0.759410,0.761150,0.754663
5,cycle_knn,0.3,0.633200,0.745400,0.470037
5,mutual_knn,0.3,0.197710,0.212400,0.087684
5,lcs_knn,0.3,0.348500,0.371800,0.185733
5,cka,0.3,0.479739,0.662261,0.590074
5,unbiased_cka,0.3,0.474996,0.661806,0.589671
5,cknna,0.3,0.219515,0.205120,0.095491
5,svcca,0.3,0.403080,0.648126,0.550085
5,edit_distance_knn,0.3,0.758630,0.758480,0.754398
5,cycle_knn,0.0,0.604900,0.749400,0.432545
5,mutual_knn,0.0,0.183490,0.219220,0.079725
